Subject,Action,Object,Exception-Condition,Resource-Usage,Time-stamp,flag
User2,Copy,File1,1,35.7,2016:04:06:17:53:44,normal
User4,Execute,wmp.exe,1,111.85,2016:04:06:17:54:41,normal
User2,Execute,ps.exe,1,32.15,2016:04:06:17:57:12,normal
User5,Execute,wmp.exe,1,113.33,2016:04:06:18:00:48,normal
User5,Cut,File2,1,18.68,2016:04:06:18:01:29,normal
User3,Execute,cmd.exe,1,1.17,2016:04:06:18:04:50,normal
User4,Write,File1,1,49.74,2016:04:06:18:07:02,normal
User2,Execute,GChrome.exe,1,117.11,2016:04:06:18:10:00,normal
User2,Execute,notepad.exe,1,11.2,2016:04:06:18:13:07,normal
User3,Execute,GChrome.exe,1,83.34,2016:04:06:18:15:54,normal
User2,Delete,File1,1,46.15,2016:04:06:18:17:41,normal
User2,Cut,File3,1,3.84,2016:04:06:18:21:00,normal
User5,Copy,File2,1,40.22,2016:04:06:18:22:42,normal
User1,Execute,wmp.exe,1,113.62,2016:04:06:18:25:04,normal
User1,Write,File2,1,31.53,2016:04:06:18:28:06,normal
User2,Execute,wmp.exe,1,120.14,2016:04:06:18:31:14,normal
User1,Execute,ps.exe,1,126.7,2016:04:06:18:34:29,normal
User5,Execute,cmd.exe,1,2.01,2016:04:06:18:36:41,normal
User4,Execute,cmd.exe,1,1.83,2016:04:06:18:37:08,normal
User3,Read,File3,1,2.13,2016:04:06:18:40:14,normal
User4,Execute,cmd.exe,1,2.12,2016:04:06:18:43:33,normal
User1,Execute,ps.exe,1,82.5,2016:04:06:18:45:40,normal
User1,Read,File3,1,1.6,2016:04:06:18:46:42,normal
User3,Execute,GChrome.exe,1,84.27,2016:04:06:18:50:27,normal
User1,Read,File2,1,40.19,2016:04:06:18:51:16,normal
User4,Read,File2,1,37.31,2016:04:06:18:56:17,normal
User4,Execute,cmd.exe,1,1.11,2016:04:06:18:57:39,normal
User3,Read,File1,1,49.35,2016:04:06:18:59:15,normal
User2,Cut,File2,1,36.65,2016:04:06:19:02:15,normal
User5,Execute,wmp.exe,1,118.56,2016:04:06:19:04:14,normal
User4,Cut,File1,1,33.63,2016:04:06:19:05:45,normal
User2,Read,SharedFile4,1,5.18,2016:04:06:19:10:55,normal
User1,Execute,ps.exe,1,58.98,2016:04:06:19:13:49,normal
User5,Copy,File3,1,3.61,2016:04:06:19:14:54,normal
User1,Cut,File1,1,38.24,2016:04:06:19:19:51,normal
User3,Execute,notepad.exe,1,9.65,2016:04:06:19:24:54,normal
User1,Write,SharedFile5,1,11.04,2016:04:06:19:27:18,normal
User1,Execute,GChrome.exe,1,121.47,2016:04:06:19:28:07,normal
User3,Execute,GChrome.exe,1,110.19,2016:04:06:19:31:40,normal
User1,Execute,GChrome.exe,1,123.27,2016:04:06:19:32:55,normal
User1,Execute,ps.exe,1,119.21,2016:04:06:19:33:06,normal
User4,Read,SharedFile6,1,7.85,2016:04:06:19:36:11,normal
User3,Write,File2,1,28.3,2016:04:06:19:39:04,normal
User2,Execute,ps.exe,1,52.81,2016:04:06:19:40:58,normal
User5,Execute,cmd.exe,1,2.81,2016:04:06:19:42:38,normal
User4,Execute,GChrome.exe,1,124.29,2016:04:06:19:44:05,normal
User1,Execute,cmd.exe,1,1.64,2016:04:06:19:47:37,normal
User1,Execute,notepad.exe,1,12.65,2016:04:06:19:50:26,normal
User3,Read,File3,1,2.56,2016:04:06:19:53:19,normal
User3,Execute,notepad.exe,1,12.58,2016:04:06:19:56:33,normal
User2,Execute,GChrome.exe,1,92.25,2016:04:06:19:59:12,normal
User5,Execute,GChrome.exe,1,100.48,2016:04:06:20:02:00,normal
User4,Execute,ps.exe,1,30.88,2016:04:06:20:05:30,normal
User5,Execute,cmd.exe,1,1.87,2016:04:06:20:07:58,normal
User5,Execute,GChrome.exe,1,113.44,2016:04:06:20:09:43,normal
User3,Write,File2,1,35.8,2016:04:06:20:11:49,normal
User5,Execute,GChrome.exe,1,101.79,2016:04:06:20:12:04,normal
User5,Execute,notepad.exe,1,11.58,2016:04:06:20:17:10,normal
User1,Delete,File1,1,43.81,2016:04:06:20:18:23,normal
User4,Write,File2,1,35.95,2016:04:06:20:19:40,normal
User3,Execute,notepad.exe,1,9.5,2016:04:06:20:22:13,normal
User4,Read,SharedFile6,1,8.64,2016:04:06:20:25:14,normal
User4,Cut,File2,1,25.09,2016:04:06:20:30:57,normal
User5,Execute,wmp.exe,1,118.84,2016:04:06:20:33:48,normal
User5,Execute,ps.exe,1,82.62,2016:04:06:20:34:43,normal
User4,Copy,File2,1,29.91,2016:04:06:20:35:24,normal
User1,Execute,cmd.exe,1,1.31,2016:04:06:20:43:07,normal
User2,Execute,ps.exe,1,66.73,2016:04:06:20:44:29,normal
User1,Execute,notepad.exe,1,11.44,2016:04:06:20:47:57,normal
User4,Execute,ps.exe,1,86.83,2016:04:06:20:48:03,normal
User5,Execute,ps.exe,1,94.11,2016:04:06:20:49:57,normal
User1,Copy,SharedFile5,1,12.78,2016:04:06:20:51:12,normal
User1,Write,SharedFile5,1,15.42,2016:04:06:20:53:59,normal
User1,Execute,wmp.exe,1,119.11,2016:04:06:20:55:01,normal
User3,Write,File1,1,33.25,2016:04:06:20:59:27,normal
User3,Write,File2,1,32.45,2016:04:06:21:00:16,normal
User1,Execute,GChrome.exe,1,113.02,2016:04:06:21:04:46,normal
User3,Delete,File2,1,33.82,2016:04:06:21:06:36,normal
User2,Write,File1,1,39.81,2016:04:06:21:07:30,normal
User2,Copy,File1,1,50.42,2016:04:06:21:09:26,normal
User4,Execute,cmd.exe,1,2.29,2016:04:06:21:10:05,normal
User3,Execute,wmp.exe,1,115.92,2016:04:06:21:12:00,normal
User5,Read,File1,1,44.17,2016:04:06:21:13:02,normal
User1,Execute,cmd.exe,1,1.67,2016:04:06:21:14:17,normal
User3,Copy,File3,1,2.89,2016:04:06:21:17:20,normal
User1,Execute,wmp.exe,1,111.2,2016:04:06:21:18:45,normal
User1,Execute,GChrome.exe,1,122.65,2016:04:06:21:20:21,normal
User3,Execute,notepad.exe,1,11.65,2016:04:06:21:21:22,normal
User1,Execute,cmd.exe,1,2.78,2016:04:06:21:22:57,normal
User4,Execute,notepad.exe,1,10.75,2016:04:06:21:25:06,normal
User5,Write,File1,1,28.15,2016:04:06:21:26:45,normal
User3,Execute,notepad.exe,1,12.74,2016:04:06:21:27:55,normal
User3,Execute,ps.exe,1,71.68,2016:04:06:21:28:20,normal
User5,Execute,GChrome.exe,1,111.88,2016:04:06:21:32:19,normal
User1,Execute,notepad.exe,1,11.56,2016:04:06:21:34:29,normal
User1,Write,File3,1,2.35,2016:04:06:21:35:29,normal
User5,Cut,File2,1,37.38,2016:04:06:21:36:42,normal
User2,Write,File3,1,1.66,2016:04:06:21:37:05,normal
User3,Cut,File3,1,1.07,2016:04:06:21:39:45,normal
User4,Execute,cmd.exe,1,2.74,2016:04:06:21:40:27,normal
User5,Execute,wmp.exe,1,120.89,2016:04:06:21:53:59,normal
User4,Copy,File2,1,25.14,2016:04:06:21:54:02,normal
User1,Copy,SharedFile5,1,12.58,2016:04:06:21:55:12,normal
User4,Execute,wmp.exe,1,116.1,2016:04:06:21:56:21,normal
User2,Execute,wmp.exe,1,120.19,2016:04:06:21:58:31,normal
User5,Cut,File3,1,1.71,2016:04:06:22:09:13,normal
User4,Execute,cmd.exe,1,1.2,2016:04:06:22:11:58,normal
User4,Execute,notepad.exe,1,10.18,2016:04:06:22:13:00,normal
User2,Cut,File2,1,22.64,2016:04:06:22:16:16,normal
User3,Copy,File3,1,1.63,2016:04:06:22:18:37,normal
User2,Execute,ps.exe,1,56.43,2016:04:06:22:23:19,normal
User2,Execute,wmp.exe,1,119.45,2016:04:06:22:26:01,normal
User1,Execute,wmp.exe,1,114.72,2016:04:06:22:29:40,normal
User2,Execute,wmp.exe,1,112.91,2016:04:06:22:31:33,normal
User1,Cut,File1,1,42.09,2016:04:06:22:34:34,normal
User2,Execute,wmp.exe,1,116.05,2016:04:06:22:35:22,normal
User5,Execute,notepad.exe,1,11.23,2016:04:06:22:38:17,normal
User5,Execute,cmd.exe,1,2.54,2016:04:06:22:39:00,normal
User2,Execute,GChrome.exe,1,122.14,2016:04:06:22:41:18,normal
User4,Execute,wmp.exe,1,113.48,2016:04:06:22:44:38,normal
User1,Close,SharedFile5,1,18.73,2016:04:06:22:46:01,normal
User4,Execute,GChrome.exe,1,86.06,2016:04:06:22:47:02,normal
User1,Execute,ps.exe,1,41.67,2016:04:06:22:48:29,normal
User4,Execute,cmd.exe,1,2.18,2016:04:06:22:50:26,normal
User2,Open,SharedFile5,1,17.53,2016:04:06:22:51:33,normal
User2,Execute,GChrome.exe,1,110.61,2016:04:06:22:53:41,normal
User4,Execute,ps.exe,1,67.74,2016:04:06:22:56:03,normal
User4,Execute,wmp.exe,1,112.87,2016:04:06:22:57:42,normal
User1,Delete,File1,1,32.28,2016:04:06:22:59:06,normal
User3,Execute,ps.exe,1,81.32,2016:04:06:23:01:46,normal
User1,Execute,notepad.exe,1,9.91,2016:04:06:23:02:33,normal
User1,Read,File1,1,38.25,2016:04:06:23:04:30,normal
User1,Write,File2,1,28.66,2016:04:06:23:07:55,normal
User3,Write,File1,1,36.62,2016:04:06:23:12:18,normal
User2,Execute,wmp.exe,1,110.57,2016:04:06:23:17:45,normal
User3,Execute,wmp.exe,1,111.64,2016:04:06:23:19:13,normal
User3,Read,File2,1,38.69,2016:04:06:23:20:11,normal
User5,Delete,File1,1,31.17,2016:04:06:23:23:43,normal
User3,Read,File2,1,27.71,2016:04:06:23:24:00,normal
User2,Copy,SharedFile5,1,13.78,2016:04:06:23:29:38,normal
User5,Execute,notepad.exe,1,9.55,2016:04:06:23:31:24,normal
User2,Read,SharedFile5,1,10.5,2016:04:06:23:33:21,normal
User2,Write,SharedFile5,1,11.86,2016:04:06:23:35:25,normal
User5,Read,File3,1,1.35,2016:04:06:23:36:19,normal
User2,Execute,wmp.exe,1,118.93,2016:04:06:23:38:03,normal
User2,Read,File1,1,46.21,2016:04:06:23:41:24,normal
User3,Cut,File1,1,37.66,2016:04:06:23:43:44,normal
User5,Execute,notepad.exe,1,12.96,2016:04:06:23:44:46,normal
User3,Execute,GChrome.exe,1,81.28,2016:04:06:23:45:07,normal
User2,Execute,wmp.exe,1,119.32,2016:04:06:23:48:19,normal
User1,Execute,ps.exe,1,69.53,2016:04:06:23:51:20,normal
User2,Read,SharedFile5,1,13.5,2016:04:06:23:52:41,normal
User5,Copy,File3,1,2.66,2016:04:06:23:54:30,normal
User1,Execute,ps.exe,1,104.96,2016:04:06:23:55:00,normal
User1,Execute,wmp.exe,1,113.9,2016:04:06:23:58:54,normal
User2,Execute,wmp.exe,1,113.17,2016:04:06:23:59:33,normal
User5,Delete,File3,1,2.29,2016:04:07:00:01:04,normal
User3,Delete,File1,1,46.62,2016:04:07:00:02:11,normal
User2,Write,File1,1,34.38,2016:04:07:00:03:59,normal
User2,Cut,File1,1,37.31,2016:04:07:00:04:18,normal
User5,Delete,File3,1,1.05,2016:04:07:00:05:09,normal
User4,Cut,File2,1,25.47,2016:04:07:00:06:36,normal
User5,Execute,ps.exe,1,37.31,2016:04:07:00:11:37,normal
User5,Execute,ps.exe,1,119.48,2016:04:07:00:12:35,normal
User3,Copy,File2,1,29.97,2016:04:07:00:14:03,normal
User3,Execute,notepad.exe,1,9.98,2016:04:07:00:15:05,normal
User5,Execute,notepad.exe,1,9.19,2016:04:07:00:18:58,normal
User2,Copy,File1,1,28.03,2016:04:07:00:19:33,normal
User1,Execute,cmd.exe,1,2.87,2016:04:07:00:22:17,normal
User2,Read,File3,1,1.59,2016:04:07:00:26:50,normal
User2,Execute,wmp.exe,1,116.59,2016:04:07:00:27:26,normal
User3,Write,File3,1,2.63,2016:04:07:00:28:13,normal
User2,Execute,wmp.exe,1,119.98,2016:04:07:00:29:19,normal
User1,Execute,cmd.exe,1,2.82,2016:04:07:00:30:11,normal
User4,Execute,notepad.exe,1,12.25,2016:04:07:00:32:09,normal
User2,Execute,cmd.exe,1,2.7,2016:04:07:00:35:20,normal
User4,Delete,File1,1,37.71,2016:04:07:00:38:49,normal
User3,Execute,GChrome.exe,1,88.08,2016:04:07:00:39:41,normal
User4,Execute,notepad.exe,1,11.11,2016:04:07:00:41:25,normal
User2,Execute,ps.exe,1,61.12,2016:04:07:00:43:17,normal
User2,Execute,GChrome.exe,1,125.53,2016:04:07:00:44:49,normal
User2,Copy,File3,1,3.66,2016:04:07:00:46:31,normal
User2,Copy,File2,1,32.49,2016:04:07:00:47:38,normal
User4,Execute,cmd.exe,1,2.91,2016:04:07:00:48:08,normal
User1,Execute,ps.exe,1,99.23,2016:04:07:00:49:02,normal
User1,Execute,ps.exe,1,86.96,2016:04:07:00:51:57,normal
User1,Execute,notepad.exe,1,9.51,2016:04:07:00:54:17,normal
User3,Execute,cmd.exe,1,1.46,2016:04:07:00:55:23,normal
User4,Read,SharedFile6,1,7.51,2016:04:07:00:56:31,normal
User5,Delete,File2,1,36.49,2016:04:07:00:58:00,normal
User3,Execute,ps.exe,1,123.25,2016:04:07:01:01:09,normal
User1,Execute,GChrome.exe,1,97.8,2016:04:07:01:02:23,normal
User5,Execute,GChrome.exe,1,88.74,2016:04:07:01:09:46,normal
User2,Write,File1,1,50.76,2016:04:07:01:10:15,normal
User4,Execute,notepad.exe,1,9.49,2016:04:07:01:13:24,normal
User3,Execute,wmp.exe,1,112.79,2016:04:07:01:14:08,normal
User3,Execute,ps.exe,1,80.85,2016:04:07:01:15:25,normal
User3,Cut,File3,1,2.86,2016:04:07:01:16:08,normal
User2,Delete,File2,1,21.08,2016:04:07:01:18:33,normal
User4,Execute,cmd.exe,1,2.67,2016:04:07:01:19:24,normal
User5,Execute,notepad.exe,1,9.63,2016:04:07:01:22:21,normal
User3,Delete,File3,1,3.63,2016:04:07:01:25:29,normal
User4,Cut,File3,1,2.19,2016:04:07:01:28:19,normal
User2,Execute,GChrome.exe,1,104.31,2016:04:07:01:29:01,normal
User1,Execute,ps.exe,1,50.92,2016:04:07:01:32:22,normal
User3,Write,File2,1,26.99,2016:04:07:01:33:37,normal
User2,Execute,GChrome.exe,1,111.48,2016:04:07:01:34:51,normal
User3,Execute,ps.exe,1,91.65,2016:04:07:01:35:13,normal
User2,Execute,ps.exe,1,61.34,2016:04:07:01:37:09,normal
User5,Execute,ps.exe,1,129.31,2016:04:07:01:38:19,normal
User3,Execute,cmd.exe,1,2.11,2016:04:07:01:42:31,normal
User4,Execute,wmp.exe,1,114.25,2016:04:07:01:43:17,normal
User4,Execute,wmp.exe,1,120.65,2016:04:07:01:45:20,normal
User5,Execute,wmp.exe,1,113.87,2016:04:07:01:48:43,normal
User3,Execute,cmd.exe,1,2.32,2016:04:07:01:50:53,normal
User4,Close,SharedFile6,1,1.52,2016:04:07:01:53:13,normal
User2,Execute,wmp.exe,1,117.96,2016:04:07:01:55:46,normal
User3,Delete,File1,1,38.63,2016:04:07:01:56:39,normal
User5,Execute,GChrome.exe,1,82.63,2016:04:07:01:59:19,normal
User2,Execute,GChrome.exe,1,84.43,2016:04:07:02:01:47,normal
User2,Cut,File3,1,2.61,2016:04:07:02:04:56,normal
User5,Execute,wmp.exe,1,113.15,2016:04:07:02:05:25,normal
User2,Execute,cmd.exe,1,2.18,2016:04:07:02:06:07,normal
User5,Execute,GChrome.exe,1,109.48,2016:04:07:02:08:28,normal
User2,Cut,File2,1,28.63,2016:04:07:02:10:40,normal
User2,Execute,GChrome.exe,1,118.96,2016:04:07:02:14:41,normal
User2,Execute,notepad.exe,1,9.33,2016:04:07:02:15:56,normal
User5,Execute,cmd.exe,1,1.5,2016:04:07:02:18:11,normal
User1,Execute,ps.exe,1,127.39,2016:04:07:02:19:15,normal
User4,Open,SharedFile6,1,10.44,2016:04:07:02:20:44,normal
User3,Execute,GChrome.exe,1,125.11,2016:04:07:02:21:24,normal
User2,Copy,File2,1,39.54,2016:04:07:02:22:14,normal
User1,Execute,cmd.exe,1,1.3,2016:04:07:02:23:42,normal
User2,Execute,wmp.exe,1,112.64,2016:04:07:02:25:51,normal
User3,Execute,GChrome.exe,1,81.82,2016:04:07:02:28:08,normal
User5,Execute,GChrome.exe,1,116.43,2016:04:07:02:29:36,normal
User4,Read,File2,1,31.95,2016:04:07:02:30:24,normal
User1,Cut,File3,1,3.19,2016:04:07:02:31:01,normal
User1,Delete,File1,1,40.47,2016:04:07:02:36:01,normal
User4,Delete,File1,1,38.78,2016:04:07:02:40:02,normal
User1,Copy,File3,1,2.63,2016:04:07:02:43:58,normal
User5,Execute,notepad.exe,1,10.5,2016:04:07:02:48:08,normal
User4,Read,SharedFile6,1,10.79,2016:04:07:02:54:39,normal
User3,Write,File3,1,2.97,2016:04:07:02:55:12,normal
User3,Delete,File1,1,42.74,2016:04:07:02:56:31,normal
User1,Execute,cmd.exe,1,1.22,2016:04:07:02:57:05,normal
User3,Execute,GChrome.exe,1,121.72,2016:04:07:02:58:39,normal
User5,Cut,File3,1,3.7,2016:04:07:03:04:00,normal
User2,Execute,wmp.exe,1,113.9,2016:04:07:03:07:50,normal
User5,Read,File3,1,3.98,2016:04:07:03:09:50,normal
User2,Execute,ps.exe,1,94.44,2016:04:07:03:11:24,normal
User4,Write,File2,1,25.95,2016:04:07:03:12:33,normal
User5,Execute,notepad.exe,1,12.78,2016:04:07:03:15:55,normal
User2,Execute,notepad.exe,1,10.73,2016:04:07:03:18:45,normal
User1,Execute,GChrome.exe,1,89.51,2016:04:07:03:19:07,normal
User1,Execute,cmd.exe,1,2.4,2016:04:07:03:23:35,normal
User1,Execute,cmd.exe,1,1.35,2016:04:07:03:25:52,normal
User3,Write,File2,1,24.37,2016:04:07:03:28:01,normal
User1,Execute,cmd.exe,1,2.5,2016:04:07:03:29:53,normal
User5,Execute,wmp.exe,1,114.81,2016:04:07:03:30:44,normal
User3,Cut,File3,1,2.11,2016:04:07:03:33:41,normal
User1,Read,File3,1,1.35,2016:04:07:03:36:58,normal
User5,Write,File3,1,3.35,2016:04:07:03:37:29,normal
User5,Write,File2,1,22.2,2016:04:07:03:38:51,normal
User2,Execute,cmd.exe,1,2.34,2016:04:07:03:40:00,normal
User2,Copy,File1,1,31.12,2016:04:07:03:41:15,normal
User3,Delete,File1,1,41.48,2016:04:07:03:49:54,normal
User2,Execute,ps.exe,1,45.71,2016:04:07:03:53:18,normal
User1,Delete,File3,1,2.15,2016:04:07:03:56:22,normal
User4,Execute,ps.exe,1,95.29,2016:04:07:03:57:00,normal
User5,Execute,wmp.exe,1,120.61,2016:04:07:03:58:55,normal
User3,Read,File2,1,33.19,2016:04:07:04:01:05,normal
User4,Read,File2,1,20.16,2016:04:07:04:02:35,normal
User2,Execute,cmd.exe,1,2.53,2016:04:07:04:03:03,normal
User1,Execute,cmd.exe,1,2.98,2016:04:07:04:05:36,normal
User2,Read,SharedFile5,1,15.92,2016:04:07:04:11:06,normal
User3,Execute,cmd.exe,1,2.89,2016:04:07:04:15:30,normal
User4,Execute,cmd.exe,1,2.98,2016:04:07:04:17:30,normal
User4,Copy,SharedFile6,1,9.87,2016:04:07:04:18:58,normal
User4,Execute,ps.exe,1,37.56,2016:04:07:04:21:59,normal
User3,Execute,ps.exe,1,86.42,2016:04:07:04:22:49,normal
User2,Cut,File3,1,3.94,2016:04:07:04:23:39,normal
User1,Cut,File3,1,2.02,2016:04:07:04:25:55,normal
User1,Execute,wmp.exe,1,119.62,2016:04:07:04:28:38,normal
User2,Read,SharedFile4,1,5.06,2016:04:07:04:29:49,normal
User2,Execute,cmd.exe,1,2.68,2016:04:07:04:32:31,normal
User5,Execute,notepad.exe,1,9.66,2016:04:07:04:35:51,normal
User1,Delete,File1,1,30.79,2016:04:07:04:36:49,normal
User3,Write,File2,1,21.31,2016:04:07:04:38:38,normal
User2,Execute,GChrome.exe,1,122.39,2016:04:07:04:41:39,normal
User1,Copy,File2,1,30.9,2016:04:07:04:45:16,normal
User3,Execute,wmp.exe,1,116.14,2016:04:07:04:46:34,normal
User4,Execute,notepad.exe,1,11.65,2016:04:07:04:48:38,normal
User4,Write,File2,1,37.83,2016:04:07:04:49:41,normal
User4,Execute,GChrome.exe,1,102.19,2016:04:07:04:51:57,normal
User3,Execute,cmd.exe,1,1.12,2016:04:07:04:55:30,normal
User3,Copy,File3,1,1.28,2016:04:07:04:57:52,normal
User1,Write,File3,1,1.42,2016:04:07:04:58:18,normal
User5,Execute,notepad.exe,1,9.87,2016:04:07:05:00:31,normal
User2,Copy,File3,1,3.24,2016:04:07:05:03:08,normal
User1,Execute,GChrome.exe,1,110.37,2016:04:07:05:07:00,normal
User1,Execute,cmd.exe,1,1.11,2016:04:07:05:11:13,normal
User2,Delete,File2,1,38.58,2016:04:07:05:13:50,normal
User1,Delete,File1,1,45.86,2016:04:07:05:17:00,normal
User2,Copy,File2,1,40.8,2016:04:07:05:19:01,normal
User2,Execute,ps.exe,1,101.33,2016:04:07:05:20:45,normal
User2,Execute,cmd.exe,1,1.79,2016:04:07:05:21:56,normal
User2,Execute,notepad.exe,1,12.15,2016:04:07:05:22:13,normal
User2,Copy,File3,1,2.02,2016:04:07:05:24:06,normal
User2,Copy,File3,1,2.7,2016:04:07:05:26:17,normal
User2,Execute,ps.exe,1,111.77,2016:04:07:05:29:45,normal
User2,Cut,File3,1,1.31,2016:04:07:05:31:46,normal
User4,Copy,SharedFile6,1,10.26,2016:04:07:05:35:41,normal
User4,Execute,GChrome.exe,1,115.22,2016:04:07:05:40:25,normal
User4,Copy,File3,1,3.46,2016:04:07:05:41:52,normal
User4,Execute,GChrome.exe,1,108.22,2016:04:07:05:44:21,normal
User2,Copy,SharedFile4,1,10.73,2016:04:07:05:46:16,normal
User5,Execute,cmd.exe,1,2.05,2016:04:07:05:49:00,normal
User2,Cut,File2,1,35.05,2016:04:07:05:53:23,normal
User2,Copy,SharedFile4,1,5.53,2016:04:07:05:54:53,normal
User2,Execute,cmd.exe,1,2.3,2016:04:07:05:57:27,normal
User3,Write,File3,1,3.45,2016:04:07:05:59:29,normal
User3,Execute,notepad.exe,1,10.28,2016:04:07:06:00:25,normal
User4,Close,SharedFile6,1,18.58,2016:04:07:06:02:59,normal
User5,Execute,cmd.exe,1,2.68,2016:04:07:06:04:27,normal
User2,Execute,ps.exe,1,106.1,2016:04:07:06:05:32,normal
User1,Execute,cmd.exe,1,2.84,2016:04:07:06:07:29,normal
User1,Delete,File3,1,1.21,2016:04:07:06:08:19,normal
User5,Delete,File3,1,3.94,2016:04:07:06:09:17,normal
User1,Execute,wmp.exe,1,110.61,2016:04:07:06:10:40,normal
User4,Execute,wmp.exe,1,110.55,2016:04:07:06:13:30,normal
User4,Open,SharedFile6,1,19.15,2016:04:07:06:14:00,normal
User2,Copy,SharedFile5,1,15.72,2016:04:07:06:17:01,normal
User5,Execute,cmd.exe,1,2.85,2016:04:07:06:20:34,normal
User2,Read,File1,1,39.3,2016:04:07:06:22:06,normal
User3,Execute,cmd.exe,1,2.25,2016:04:07:06:25:45,normal
User3,Copy,File3,1,3.49,2016:04:07:06:26:22,normal
User5,Delete,File2,1,24.85,2016:04:07:06:27:22,normal
User5,Execute,cmd.exe,1,2.37,2016:04:07:06:30:45,normal
User5,Execute,ps.exe,1,112.76,2016:04:07:06:31:55,normal
User3,Execute,ps.exe,1,33.88,2016:04:07:06:34:21,normal
User3,Execute,wmp.exe,1,120.71,2016:04:07:06:35:06,normal
User1,Cut,File3,1,3.76,2016:04:07:06:40:31,normal
User4,Execute,cmd.exe,1,1.97,2016:04:07:06:44:16,normal
User2,Write,SharedFile4,1,10.93,2016:04:07:06:45:52,normal
User4,Read,File2,1,32.32,2016:04:07:06:48:50,normal
User4,Execute,GChrome.exe,1,82.17,2016:04:07:06:52:07,normal
User5,Execute,cmd.exe,1,2.4,2016:04:07:06:53:29,normal
User5,Read,File1,1,49.91,2016:04:07:06:58:00,normal
User4,Execute,cmd.exe,1,1.12,2016:04:07:06:59:59,normal
User3,Execute,ps.exe,1,80.18,2016:04:07:07:01:25,normal
User2,Close,SharedFile4,1,16.88,2016:04:07:07:02:31,normal
User3,Cut,File3,1,2.4,2016:04:07:07:03:39,normal
User5,Write,File3,1,3.1,2016:04:07:07:05:12,normal
User3,Execute,wmp.exe,1,111.2,2016:04:07:07:07:53,normal
User4,Execute,cmd.exe,1,1.71,2016:04:07:07:08:13,normal
User4,Open,SharedFile4,1,5.11,2016:04:07:07:09:54,normal
User4,Execute,cmd.exe,1,2.06,2016:04:07:07:10:34,normal
User4,Execute,ps.exe,1,47.01,2016:04:07:07:14:54,normal
User3,Execute,cmd.exe,1,2.56,2016:04:07:07:15:07,normal
User3,Execute,wmp.exe,1,116.89,2016:04:07:07:17:57,normal
User5,Execute,ps.exe,1,79.72,2016:04:07:07:21:18,normal
User5,Delete,File1,1,38.44,2016:04:07:07:22:05,normal
User1,Execute,notepad.exe,1,11.34,2016:04:07:07:23:37,normal
User2,Write,File3,1,3.27,2016:04:07:07:24:48,normal
User4,Execute,GChrome.exe,1,109.81,2016:04:07:07:28:20,normal
User3,Cut,File1,1,45.22,2016:04:07:07:29:50,normal
User5,Execute,cmd.exe,1,2.16,2016:04:07:07:32:14,normal
User5,Execute,ps.exe,1,77.23,2016:04:07:07:33:11,normal
User1,Execute,ps.exe,1,56.31,2016:04:07:07:35:55,normal
User2,Execute,GChrome.exe,1,108.94,2016:04:07:07:42:05,normal
User5,Execute,GChrome.exe,1,86.77,2016:04:07:07:44:56,normal
User2,Execute,cmd.exe,1,2.37,2016:04:07:07:45:11,normal
User1,Execute,notepad.exe,1,10.93,2016:04:07:07:49:21,normal
User4,Execute,GChrome.exe,1,81.38,2016:04:07:07:53:24,normal
User5,Execute,notepad.exe,1,9.27,2016:04:07:07:57:23,normal
User4,Execute,wmp.exe,1,111.23,2016:04:07:07:59:35,normal
User2,Write,File1,1,30.89,2016:04:07:08:01:11,normal
User3,Execute,notepad.exe,1,11.52,2016:04:07:08:04:10,normal
User5,Execute,ps.exe,1,64.59,2016:04:07:08:07:25,normal
User1,Execute,notepad.exe,1,12.39,2016:04:07:08:08:23,normal
User5,Execute,ps.exe,1,125.19,2016:04:07:08:09:13,normal
User2,Read,SharedFile5,1,15.05,2016:04:07:08:10:59,normal
User4,Execute,wmp.exe,1,114.44,2016:04:07:08:13:04,normal
User4,Read,SharedFile6,1,7.13,2016:04:07:08:19:10,normal
User3,Execute,ps.exe,1,96.35,2016:04:07:08:22:26,normal
User4,Execute,cmd.exe,1,2.13,2016:04:07:08:23:42,normal
User1,Execute,GChrome.exe,1,130.52,2016:04:07:08:24:20,normal
User5,Delete,File3,1,3.48,2016:04:07:08:26:05,normal
User4,Delete,File3,1,2.13,2016:04:07:08:27:38,normal
User4,Delete,File2,1,23.81,2016:04:07:08:28:38,normal
User4,Read,File3,1,3.58,2016:04:07:08:29:35,normal
User5,Cut,File3,1,1.11,2016:04:07:08:31:12,normal
User5,Delete,File3,1,2.13,2016:04:07:08:33:53,normal
User5,Execute,GChrome.exe,1,128.54,2016:04:07:08:35:31,normal
User3,Cut,File1,1,50.6,2016:04:07:08:36:19,normal
User5,Execute,wmp.exe,1,114.09,2016:04:07:08:39:42,normal
User1,Execute,notepad.exe,1,11.36,2016:04:07:08:40:52,normal
